Nome;Descrizione;Tipo;Latitudine;Longitudine
Castello Baronale di Oliveto Citra;Oliveto  ricordata all'epoca del Catalogo dei Baroni, cio negli anni 1166-1198, in quel tempo un normanno francese, Guglielmo di Toille (Tuilla) aveva in feudo Oliveto. Da Guglielmo in poi, e fino a tutto il Risorgimento, il castello fu la sede dei feudatari e dei baroni locali. Le prime strutture del castello risalgono, senz'altro, all'epoca medievale. Durante la piena et rinascimentale, il castello viene restauro con un nuovo tipo di elevato, consono ai nuovi tempi della fortificazione dell'architettura baronale. Infatti, nel nuovo castello, vennero ad abitare i feudatari che dal 1600 al 1700 tennero Oliveto. Gravemente danneggiato dal sisma del 1980, il castello  oggetto di graduale recupero grazie a mirati lavori di ristrutturazione: di particolare interesse sono le scuderie, le mura che agli angoli si ingrossano per la presenza delle antiche torri e alcune finestre con caratteri stilistici seicenteschi (o tardo-rinascimentali). Il risanamento ha permesso che in alcuni locali fosse allestita una sezione del Museo Archeologico Lucano dell'Alta Valle del Sele.;torri;40.69125635;15.231627999839992
Castello di Padula;"Sono presenti ruderi della torre nel giardino di palazzo Padula, alle spalle della Chiesa di San Clemente; terrazzamenti lungo via della Madonnella; resti del muro di cinta lungo la salita di via Carlo Poerio.";torri;40.34284830093384;15.65995126962662
Castello di Palomonte;Il paese fu rifondato tra l'VIII e il IX secolo dagli abitanti delle pianure che si strinsero attorno al Castello, edificato in periodo longobardo, poco prima che giungessero i Normanni. Palo  documentato per la prima volta nel 1043 (non  ritenuta infatti attendibile la notizia secondo cui nel 1022 era castellano del Castello di Palo un certo Gismondo Parisi, normanno). Il castello entr a far parte del Principato di Venosa e fu concesso in feudo dagli Angioini alla famiglia De Poncellis (o De Porcellis o Porcelletta), poi pass ai Gesualdo per vincoli matrimoniali, successivamente ai Caracciolo, di nuovo ai Gesualdo fino a che fu venduto nel 1674 al Marchese Prospero Parisani, che ne fu proprietario fino all'eversione della feudalit nel 1806.;torri;40.66394090652466;15.291615575551988
Castello Vargas-Machucha;Fulcro dellofferta turistica di Perdifumo e tra le mete pi importanti del turismo culturale nella provincia di Salerno,  il Palazzo De Vargas nella frazione Vatolla. Ledificio, che  un bene protetto dall' Unesco, ha ospitato il filosofo Gian Battista Vico per nove anni, dal 1686 al 1695, e al suo interno vi sono conservati numerosi documenti riguardanti il pensiero filosofico vichiano.;torri;40.2815705537796;15.027588307857515
Castello di Polla;E' un palazzotto ottocentesco che occupa tutta l'area sulla quale era stato eretto, in luogo inaccessibile ed inespugnabile, il primo castello agli inizi del Trecento da Tommaso Sanseverino, conte di Marsico, fondatore della Certosa di Padula. Abbattuto dal terremoto del 1561, fu ricostruito dal feudatario Giovanni Villano.Dopo il terremoto del 1857 che l' abbatt quasi interamente, fu rialzato nell'aspetto moderno che lo caratterizza.;torri;40.51446408033371;15.493478626012804
Castello dei Principi Capano;Il Castello dei Principi Capano fu ereditato nel 1290 da Guido d'Alment, giunto in Italia al seguito di Carlo I d'Angi, e successivamente acquistato dalla famiglia Capano. L'attuale sistemazione architettonica  frutto del restauro effettuato nel 1610 per volere di Vincenzo Capano, XV principe di Pollica. Particolarmente pittoresca  la possente torre a pianta quadrata che si erge su tre piani, ciascuno con una monofora, e che domina il piccolo centro abitato.;torri;40.19094407558442;15.05592718720436
Palazzo Vinciprova;"Il Palazzo dei Vinciprova fu edificato a Pioppi in relazione alla vicenda dei Ripolo, famiglia di mercanti originaria della Catalogna, stabilitasi a Pollica in epoca di dominio degli Aragonesi su Napoli.Il castello coSi come , ancora oggi, chiamato dal popolo palazzo Vinciprova, si presenta come una struttura architettonica forte ed armoniosa, composta di tre corpi: due torri laterali terminanti in terrazzi dai merli arabeschi, mentre un corpo centrale li unisce; il fronte mare si abbellisce di un ampio portico che regge uno splendido terrazzo soprastante, affacciato quasi sopra alle acque. Esso si compone elegantemente in linee barocche e decori di influenza moresca con un voluto effetto visivo di castello, soprattutto per losservatore in navigazione dal prospiciente mare.";torri;40.17415881156922;15.089285820722582
Castello di Postiglione;"1142-1145: Guillelmus de Pistillone (Pistilione), feud. di Guillelmus de S. Severino di Castelluccio. Feud. in capite de domino Rege di Serre; di un feudo gi appartenuto a Riccardus Alfini; in Campagna; di Selvanera (Catalogus Baronum 1984,  440, pp. 123-124)1295: Tommaso II conferma o occupa il feudo (Natella 1980, p. 49)1298: Papa Bonifacio VIII scrive a Roberto, vicario generale del regno, informandolo di aver incaricato il mastro Ottobuoni di risolvere la controversia sulla retrocessione della baronia di Postiglione a Giovanni da Procida ordinata da Carlo II e contestata da Tommaso Sanseverino che sosteneva di averla ricevuta dal re (CDS XIII, vol. II, pp. 549-550)";torri;40.55848717689514;15.232012867927551
Palazzo Cardone;Situato in Piazza del Plebiscito, di fronte alla Chiesa di San Nicola di Bari,  di propriet dei Marchesi Cardone, ultimi feudatari di Prignano (dal 1701 fino all'abolizione del regime feudale).  costituito da quattro ali intorno ad un cortile centrale. La facciata  caratterizzata da una robusta torre cilindrica merlata, elemento di sicura originalit, in quanto non rinvenibile in altri palazzi coevi che costellano il territorio del Cilento. Il palazzo  di propriet privata e non  visitabile.;torri;40.32755434513092;15.06736546754837
Castello di Montalto;"Costruito sullo sperone di roccia tra la vallata di Tramonti ed il territorio di Ravello prendeva il nome di ""castrum Montalto"" o di ""Trivento"" ed appare citato gi in un documento del 1131. Se le strutture fossero private della copertura vegetale sarebbe possibile seguirne l'andamento. Esso ha pianta rettangolare con a S i resti di un torrione, mentre sul lato E si trovavano le strutture di una cisterna, rivestita in cocciopesto ed in parte crollata. Il materiale utilizzato per la costruzione  la pietra calcarea, in blocchi di diversa misura e chiaramente provenienti dal circondario ( possibile identificare facilmente gli scassi da dove fu prelevata la pietra). Il sito  di facile accesso dal punto di vista della viabilit ma occorre conoscere il sentiero (non  indicato e attraversa, inoltre, castagneti privati), perch non  di facile individuazione.";torri;40.68310260772706;14.618747234344482
Castello di Ricigliano;Fra lXI e XII secolo unopera fortificata, il Castello, sorse sull'estremit di un colle ed intorno ad essa apparvero, in posizione aspramente acclive, le prime fabbriche di un piccolo centro che l fu trasferito per motivi di sicurezza conservando tuttavia il nome antico di Ricigliano.;torri;40.6692436337471;15.484294742345812
"Castello Feudale ""Filomarino""di Roccadaspide";Oggi il Castello ha il tipico aspetto delle Costruzioni Militari Quattrocentesche. Si ritiene che la data della sua fondazione sia il 1245, quando Federico II pose lassedio a Capaccio. Altre fonti invece la fanno risalire addirittura al 1092 secondo un documento di Gregorio di Capaccio in cui si parla del Castello di Rocca. Sono state formulate altre ipotesi, prive per di sostegno. Sicuramente prima dellattuale costruzione, doveva essere una rocca fortificata al tempo dei Principi longobardi del ducato di Benevento, ampliato con nuove opere difensive sotto la baronia dei Fasanella, avvicinandosi al suo aspetto attuale con le installazioni difensive quattrocentesche del ramo della famiglia Sanseverino, Baroni del Cilento.;torri;40.42847514152527;15.191779732704164
Castello di Roccagloriosa;Il Castello di Roccagloriosa, edificato tra l'VIII e il IX secolo, era un punto strategico che si inseriva in una catena difensiva di cui facevano parte anche i castelli di Molpa, Moltelmo e Policastro.;torri;40.110155940055854;15.431811958551409
Rocca di S. Quirico;"Il primo borgo che sorse nell'attuale comune di Roccapiemonte nacque dapprima vicino alle mura della ""Rocca di San Quirico"" (i cui ruderi sono presenti ancor oggi) costruita dal principe longobardo Guaimario IV di Salerno nel 1042 sul monte Solano per difendere le valli circostanti dai Saraceni che in quel periodo depredavano l'Italia meridionale.";torri;40.75496703386308;14.677462130784988
Castello di Romagnano al Monte;Sul volgere del primo millennio, in epoca feudale, fu costruito in quel posto un munitissimo castello, la cui formazione sarebbe stata graduale nel tempo a seconda delle funzioni che era chiamata a svolgere. Si potrebbe ipotizzare questa successione: la torre, il castello, le mura ed i rifugi. La parte pi antica inizia verso Est nei dintorni della Chiesa della Partita intitolata alla Madonna del Parto e, man mano che si sale verso Ovest l'abitato diventa sempre pi recente.  L'antico castello medievale abitato fino alla fine del 1600 fu, molto probabilmente, abbandonato dopo il terremoto dell'8 Settembre 1694.;torri;40.628240704536445;15.458113700151443
Castello di Sacco;Il duca Zottone di Benevento intorno al 600 dopo Cristo costru il Castello sulla vetta del colle petroso di Sacco Vecchio. Questa imponente costruzione occupa una superficie di circa 3.000 metri quadrati. Si compone di un vasto cortile a cui si accede dalla porta munita di ponte levatoio, della torre quadripartita realizzata al centro della struttura, di vasti saloni dei quali esiste solo la perimetratura delle mura dirute, di almeno otto stanzoni esposti a mezzogiorno, di alcuni locali sottoposti coperti a volta, della cisterna per la raccolta dellacqua piovana, di un ampio terrazzo ancora circoscritto da mura merlate di stile longobardo. Meritano un accenno a parte: la torre a struttura quadrata con la caratteristica longobarda di avere una parete perfettamente orientata verso un punto cardinale fondamentale, le mura merlate che sono al presente un gioiello di arte longobarda e medievale, lingresso al castello col ponte levatoio.In questo castello costruito per fronteggiare i bizantini arroccati oltre la cordigliera del Cervati il duca Zottone di Benevento releg la moglie Saccia. E labate Francesco Sacco autore nel 1796 del Dizionario Istorico Geografico del regno di Napoli a riportare al tomo III pagina 229 la notizia: questa terra (lattuale abitato di Sacco) si vuole essere stata edificata circa lottavo secolo dagli abitanti della distrutta terra di Castel Vecchio (labitato di Sacco Vecchio), ove era un castello fatto da Duchi di Benevento, ed in cui fu rilegata Saccia moglie di uno de Duchi di Benevento. Distrutto quello castello, gli abitanti di Castel Vecchio edificarono la presente terra, e la vollero chiamare Saccia in memoria di Saccia rilegata nel Castello della Terra di Castel Vecchio.Il castello di Sacco Vecchio fece cadere in disuso il grande muro di cinta che si ammira solo nella traccia basale sul Truppo della Lentrcina. Questa opera lunga pi di 400 metri e larga un metro e mezzo ha difeso le capanne italiche per moltissimi secoli. Si ammira in esso la ciclopicit dei massi e la perfezione della fattura.;torri;40.38721203804016;15.367271304130554
Castello di Sala consilina;Il Castello  posto sulla sommit di una collina, rimanendo isolato rispetto all'antico borgo di Sala Consilina. La sua costruzione si deve al duca normanno Roberto il Guiscardo e risale all'anno 1000. E probabile, tuttavia, che limpianto originario sia precedente all'et normanna.Successivamente, nel 1230, fu concesso da Federico II di Svevia alla famiglia di Tommaso I Sanseverino. Federico II, avendo Tommaso I partecipato alla congiura dei Baroni, ne ordin la distruzione e trucid lintera famiglia.Il castello fu ricostruito intorno al 1250 e, nel 1497, fu assediato da Federico dAragona e sub una ulteriore distruzione.Nel 700 linterno fu trasformato in chiesa, tuttora esistente, dedicata alla Madonna della Consolazione, detta Madonna di Castello, chiesa che contiene una tela, settecentesco rifacimento di unopera pi antica, raffigurante la Madonna col Bambino.Rilevanti sono ancora i resti delle torri di cinta nonch tratti delle mura.;torri;40.40329456329346;15.59741422533989
Castel Terracena;Il quartiere in cui fu edificata la reggia normanna, denominato Ortomagno, costituiva la nuova zona di espansione urbanistica in epoca normanna.Ultimato nel 1086, il castello ebbe vita breve:  la residenza ufficiale a Salerno dura solo due secoli: dal 1076 al 1275. Nello stesso anno la citt fu quasi distrutta da un terremoto che probabilmente distrusse anche il castrum Terracinae. Linsula nella quale si pu ancor oggi riconoscere il complesso, per quanto gravemente manomesso e deturpato dalle successive stratificazioni,  quella che, dall'attuale Museo Archeologico, per via San Benedetto e via San Michele, giunge alle absidi del Duomo, in via Genovesi, per poi prospettare su via dei Canapari e via Mario Iannelli.;torri;40.67943200469017;14.760737344622612
Castello di Salerno;"Il castello di Salerno all'inizio era una semplice torre, nota come Turris Maior, la cui costruzione della risale alla met del secolo VI. Arechi II inser l'ampliamento della torre e la conseguente realizzazione del castello in un ampio intervento urbanistico, che comprendeva anche la realizzazione di una chiesa e del palazzo che sar la sua residenza. Solo in seguito, con interventi successivi, il castello viene ampliato di sana pianta, assumendo l'odierno aspetto massiccio. A pianta rettangolare, la torre era costruita su cinque o sei livelli, con funzione di controllo del porto sottostante e dei percorsi che avrebbero potuto facilmente condurre a Nuceria Alfaterna, nodo vitale per l'economia della pianura vesuviana. Nell'VIII secolo Arechi II fece del castello il vertice nord di un sistema difensivo triangolare, le cui mura calavano lungo i pendii del colle Bonadies cingendo tutta l'antica Salernum fino al mare: il circuito murario fu rinforzato dal principe longobardo, il cui intervento sul castello fu praticamente inesistente. La posizione sul monte Bonadies offriva buone possibilit difensive; il castello, infatti, non capitol mai e durante l'assedio di Roberto il Guiscardo, nel 1077, gli occupanti patteggiarono la resa per fame. I Normanni non apportarono modifiche alla turris maior, ma sopraelevarono i salienti murari e realizzarono un ampliamento verso sud con la costruzione di un loggiato di cui rimangono alcuni piloni inglobati nella massa muraria realizzata per la sistemazione della cannoniere del XVI secolo. A loro si deve la costruzione della torre detta ""La Bastiglia"" su di uno sperone roccioso a nord del castello: la sua edificazione risponde alla necessit di controllare i movimenti non direttamente visibili dal castello. Nonostante Federico II di Svevia avesse incluso la turris maior fra le fortificazioni da riparare, il periodo svevo  poco documentato archeologicamente. Maggiori modifiche apportarono gli Angioini, che aggiunsero corpi di fabbrica e cisterne; costruirono alcune cortine, munite di saettiere (sottili feritoie verticali da cui i difensori potevano scoccare frecce) al di sotto delle quali vennero successivamente installate delle fuciliere ancora visibili: agli stessi si deve la costruzione di un balneum e di un sistema termale che utilizzava le numerose cisterne individuate. Le vicende che hanno caratterizzato il dominio angioino sono documentate da carte d'archivio della cancelleria angioina e aragonese. Nel 1274 vengono segnalate urgenti opere di riparazione.Dopo un lungo periodo di abbandono in seguito all'Unit d'Italia, gli ultimi proprietari del castello, i Conti Quaranta Signori di Fossalopara, il 19 dicembre 1960 vendettero il castello alla Provincia di Salerno che ne cominci i lavori di restauro. I lavori di restauro hanno permesso la creazione, nella zona recuperata e aperta la pubblico, di un primo nucleo espositivo delle ceramiche e dei reperti provenienti dal Castello stesso, di una biblioteca finalizzata allo studio delle opere di fortificazione, di una sala per mostre e di un salone per conferenze e congressi, oltre ad una serie di altri servizi indispensabili per il buon funzionamento del monumento stesso. L'edificio, restaurato ospita convegni e altre manifestazioni culturali e turistiche.";torri;40.68449145;14.75457362266262
Castello di Montevetrano;Alle estreme propaggini occidentali del territorio del Comune di San Cipriano Picentino, nella frazione Campigliano, prende quota una verdeggiante collina, tornita e terrazzata, ricca di uliveti e di vegetazione spontanea: Montevetrano (detto monti qui betranus nel Codex Diplomaticus Cavensis nell anno 1064 - che con Campigliano, rientra della perimetrazione del Comune di San Cipriano Picentino nel 1862 e definitivamente nel 1946). In cima i ruderi di un castello a pianta quadrangolare vigilano sull'antico ed esteso territorio picentino. Il mastio centrale dalla forma cilindrica  visibile da pi punti, per un raggio di circa trenta chilometri quadrati: dalla costa dellantica Salernum e di Pontecagnano, fino al litorale di Eboli.;torri;40.67317843437195;14.860272109508514
Castello Merola;Del castello di San Mango o castello Merola, costruito intorno alla fine dellXI e gli inizi del XII secolo, sono oggi visibili una torre cilindrica, parte delle mura e una cisterna per lapprovvigionamento dellacqua.;torri;40.718958377838135;14.835126399993898
Castello di Calvanello;Sorto tra il IX ed il X secolo non assunse mai il carattere di una residenza, conservando sempre invece quello militare. Intorno ad esso infatti crebbe lomonimo borgo fortificato, i cui abitanti trovavano rifugio all'interno delle mura del castello, ricambiando la protezione ricevuta prestando la propria manodopera nelle terre del proprietario.La distruzione del Castello e del borgo avvenne, sembra, a causa della sopraffazione reciproca col vicino e ormai scomparso borgo di San Marzano, probabilmente tra il XIV ed il XV secolo.;torri;40.44535160064697;15.47126591205597
Castello Baronale di Sant'Angelo a Fasanella;"Il castello, quasi al centro dell'abitato attuale, si estende occupando la parte preminente dell'abitato pi antico, lasciando ai suoi margini solo poco pi che delle ripide scarpate, in gran parte inaccessibili. Poich la superficie disponibile sulla terrazza naturale non consentiva lo sviluppo con corpi di fabbrica estesi sui quattro lati, il fabbricato fu articolato gi in origine, prima delle modifiche successive, come una L rovesciata fortemente allungata.  L'edificio attuale conserva solo limitatamente l'aspetto di quello che doveva essere l'antico impianto, poich gi ai primi del Cinquecento sub trasformazioni per adeguarlo alle nuove esigenze residenziali. E oggi visibile soprattutto la torre angolare, ancora provvista di saettiere e mensole delle caditoie, ma priva del coronamento della merlatura; altre saettiere si riconoscono lungo il muro perimetrale sul prospetto orientale, raggiungibili un tempo con passerelle in legno oggi scomparse, ma di cui si notano ancora i fori d'imposta. Il castello di Sant'Angelo fu acquistato, e ancora ne ha il possesso, dalla famiglia Leggio dopo il 1816, in seguito alle leggi eversive della feudalit del Bonaparte. Ha subto gravissimi danni in seguito al terremoto del novembre 1980 ed ai successivi; ma ancora pi gravi sono stati i danni provocati dal conseguente abbandono, che ha comportato crolli ulteriori e il deterioramento di buona parte dell'apparato ornamentale ora descritto, pur essendo stato vincolato come edificio di interesse storico artistico, insieme con il territorio che lo circonda. La conferma della posizione centrale e dominante del castello viene dall'estensione del territorio che lo circonda, ancora in parte munito di mura e resti di torri.";torri;40.45690655708313;15.339706242084503
Castello di Policastro Bussentino;Il castello di Policastro Bussentino fu eretto dai Bizantini sulla collina sopra il paese nel VI sec. d.C. Di certo sub varie devastazioni se lantica citt di Bussento, chiamata Policastro nel VI sec. dai bizantini, fu distrutta da varie invasioni barbariche. Nel 1296 il castello aveva gi una torre maestra. Nel secolo XIV ledificio fu ampliato e rafforzato ad opera di Giacomo Sanseverino, figlio di Ugo, conte di Potenza e protonotario del Regno di Napoli, come  possibile leggere sulla lapide marmorea posta sopra la porta orientale. Giacomo Sanseverino, avendo visto che lantica rocca bizantina, ormai fatiscente da sei secoli non avrebbe mai potuto resistere agli attacchi dei nemici, ne affid il restauro al maestro Giacomo Trifognano. Questultimo, coadiuvato da muratori del paese e dei centri vicini, nello stesso sito, a 500 metri dal mare, ne allarg il perimetro e ricostru completamente la Torre principale. Il nuovo castello fu sede dei conti della citt. In seguito agli scavi archeologici eseguiti nel 1966 per cura della soprintendenza dei Monumenti di Napoli - Regione Campania -, larchitetto P. Peduto di Salerno disegn la planimetria e not nel piano terreno, accanto ad una cappella con abside a tre nicchie, due ambienti con due scale portanti ai piani superiori. Una di queste scale porta limpronta di 9 gradini. furono messi in luce la cinta muraria esterna, che aveva funzione di grosso baluardo, la lizza con intervallo fra mura esterne e torre, lantemurale per difesa da possibili attacchi dei soldati e lingresso principale alla torre con bugnato di pietre lavorate e squadrate, di varie misure, poste a risega lungo gli spigoli del fabbricato. Tranne lingresso, gli altri tre lati del castello non ebbero altre porte: nella torre si entrava per mezzo di scale retrattili. Solo dopo la fine del 400 si aggiunsero due rampe di legno. Il mastio doveva rappresentare in pieno ci che il termine dava ad intendere, cio estremo rifugio ed estrema possibilit di sortita e, quindi, massima cura nella fortificazione.;torri;40.078221559524536;15.521635115146635
Castello di Sarno;Alle pendici del monte Sarno, un contrafforte dell'Appennino Campano, si collocano i ruderi dell'antico castello di Sarno, con avanzi delle mura di cinta e di sei torri, delle quali due probabilmente di origine romana, mentre le altre sono longobarde e normanne.;torri;40.81820011138917;14.61829125881195
Castello Giusso del Galdo di Sicignano d.A.;Il Castello di Sicignano Degli Alburni, noto come Castello Giusso, ha origini longobarde in quanto  stato fatto costruire durante i primi decenni dellanno 1000 su commissione dei Principi di Salerno. Pass poi sotto il dominio dei Normanni come si evince da un atto di donazione datato 1086 in cui si fa riferimento al normanno Asclettino, conte di Sicignano Degli Alburni.Tra il 1300 e il 1400 venne completamente ricostruito.Ha una pianta poligonale irregolare dalla planimetria semicircolare nella parte che si affaccia su Galdo, un sistema di tre torri quadrate con beccatelli in sequenza ravvicinata che avevano sia una funzione di difesa piombante che di decoro. Tutto il borgo e il castello erano circondati da una cinta muraria, ancora integra alla fine del 600, con annesse sei porte, cinque delle quali denominate della Croce, di S. Nicola, del Castello, della Terra e porta Nova. Tutte caratteristiche che lo rendono unico nella provincia di Salerno.Inizialmente lingresso era collocato ad unaltezza di 8 o 9 metri, corrispondente ad un lato delle mura, e vi si accedeva tramite corda o scala retrattile. Presenti anche dei passaggi segreti. Nel 1806 in seguito all'invasione delle truppe francesi che distrussero Sicignano degli Alburni, il castello sub molti danni, ma tutto fu ricostruito da Ferdinando IV.;torri;40.56012064218521;15.308490693569183
Castello Macchiaroli di Teggiano;"Sorto in epoca normanna in seguito al processo di incastellamento degli antichi abitati in atti in tutta Europa, il Castello di Teggiano  fra i pi importanti dell'Italia meridionale.Nei primi anni del Quattrocento, quando Diano era stata incamerata nel demanio regio per la cacciata dei suoi feudatari, i Sanseverino, conti di Marsico, il Re di Napoli Ladislao di Durazzo dispose un primo restauro del Castello, ordinando che alle spese occorrenti contribuissero tutti i paesi del Vallo di Diano.Un altro restauro  documentato nel 1417, disposto questa volta dai Sanseverino, ai quali si deve perci l'ampliamento della costruzione che fece assumere al Castello quell'aspetto monumentale che notiamo ancora oggi.Il Castello  citato nella storia del Regno di Napoli per due fatti memorabili avvenuti in esso:la Congiura dei Baroni contro il Re Ferdinando I d'Aragona; l'Assedio di Diano del 1497.Nel secondo decennio il Castello fu restaurato da un altro dei suoi proprietari, il Marchese Giovanni Villani. Tale restauro  ricordato da una lapide posta all'ingresso principale. Al 1660 circa risale una descrizione fatta da uno storico teggianese, padre Luca Mannelli, il quale dice che la costruzione  circondata da ""profondo e largo fosso Si che vi s'entra per due ponti, uno dei quali pi vicino alla porta, nell'occorrenza si alza la notte. La fabbrica  molto larga e soda, con otto grandi torri, una delle quali  il maschio dell'antica fortezza di Ladislao, rinchiuso, mentre un'altra chiamata torre della lumaca, alta il doppio delle altre per iscoprire il nemico"".  Il Mannelli dice infine che il Castello di Diano  giudicato ""inespugnabile"".";torri;40.38041532039642;15.53953617811203
Castello Baronale di Torraca;Il Castello baronale sorge su uno sperone roccioso intorno al quale si sviluppa concentricamente il borgo, secondo lo schema tipico dellurbanistica medioevale.  costituito da un corpo ad L di 20x30 metri, occupa una superficie coperta di 520 mq, pi un orto di circa 344 mq. Lorto  cinto da mura merlate con due torri.Tale Castello, posseduto da diverse dinastie: Gambacorta, Palamolla, Brandi fino ad essere oggi propriet comunale, sede dellUniversit e un importante centro congressi.Il castello conserva un carattere severo e maestoso determinato dall'alta cinta muraria merlata che si innalza, senza soluzione di continuit cromatica, dalla sottostante roccia. Esso fu costruito nel XVI sec. sui resti di un castello alto-medioevale. Esso appartenne all'illustre famiglia Palamolla, il cui stemma, databile fine 500 inizio 600, si trova all'ingresso, fiancheggiato da due cariatidi dipinte. Era ancora in uso nella seconda met dellOttocento, come da iscrizione riportata al di sopra della porta del primo salone che ricorda la visita del re Ferdinando II, avvenuta il 15 ottobre 1852. All'interno, nell'ingresso si scorgono le armi dell illustre famiglia Palamolla, ci sono quadri rappresentanti la Madonna, S.Michele Arcangelo e lepisodio di Olindo e Sofronia della Gerusalemme Liberata del Tasso.Di aspetto severo, edificato sopra macigni scabrosi, circondato da cinte merlate, torreggia sulla cima di una costa alpestre, sicura fortezza inespugnabile, il palazzo degli antichi Baroni.;torri;40.1118752360344;15.636829286813736
Castello di Trentinara;Il nome del paese compare in un documento datato 1092, nel quale viene menzionato per una donazione effettuata da un certo Gregorio, conte di Capaccio. Da un testamento si ricava che erano feudatari di Trentinara Guglielmo di Altavilla e suo figlio Roberto. Nel documento si parla anche dell'esistenza di un antico castello sovrastante la pianura. Dell'antico Castello che dominava il paese oggi non rimane niente: lunico richiamo della sua presenza  costituito da via castello, nella parte pi alta del paese.;torri;40.39993643760682;15.106920003890991
Castello di Ayala;La torre di Valva si trova all'interno della Villa dei Marchesi dAyala e dellannesso parco, alle pendici del Monte Marzano. Valva inizia la sua storia sin dall'anno Mille, quando divenne feudo di un signore di nome Gozzolino. Fu probabilmente proprio lui a far costruire una torre che, seppur danneggiata dal sisma del 1980, ancora si erge a guardia del parco. La torre fu inglobata, sul finire del XVIII secolo, in un edificio per villeggiare costruito da Giuseppe Maria Valva, discendente del Gozzolino, sulle sembianze del castello vescovile del Buonconsiglio a Trento.;torri;40.73851704597473;15.272178947925568
Palazzo De Simone;"Non si hanno notizie circa l'anno della fondazione del castello di Bracigliano. Vassalluzzo lo annovera tra i 15 castelli che intorno al Mille da Castellammare di Stabia a Serino formavano una cortina di ferro per la difesa della zona.  non ebbe la struttura del castello tradizionale; fu piuttosto un piccolo forte, o se si vuole, una fortezza di modeste proporzioni. Si rileva dall'unica testimonianza storica del secolo xv. Infatti dal ""Repertorio dei Quinternioni di Principato Citra e Ultra, ms. n. 100 conservati nella Biblioteca Provinciale di Salerno, carte 22v-23r, risulta che nel 1416 Carlo Pagano compr dalla Regina Giovanna II il Casale di Bracigliano cum eius turri, seu fortelitio"". La parola ""fortelitio"" precisa infatti che si trattava di un piccolo forte. Probabilmente il castello fu fondato su di un antico caposaldo romano, simile a quelli che Roma eresse qua e l dopo la conquista della Campania e del Sannio, per consolidarvi il dominio. Nel 1754 l'antico fortino fu trasformato in residenza nobiliare a opera del marchese Nicola Gerardo Miroballo. Morto nel 1790 senza eredi ""in feudalibus"" il marchese Cesare Pasquale Miroballo, il feudo divenne terra regia e per conseguenza anche il palazzo entr a far parte del demanio pubblico.";torri;40.82327;14.7103054
Palazzo Gallotti;Il Palazzo Gallotti  una struttura fortificata che  stata costruita nel 1492 come residenza privata dei Baroni Gallotti di Battaglia, localit di Casaletto Spartano situata ai confini del Parco Nazionale del Cilento, Vallo di Diano e Alburni.;torri;40.14781195;15.624730426315974
Palazzo Vigna della Corte;"Nel centro storico di Castel San Lorenzo sono visibili i resti del palazzo della famiglia nobiliare dei Carafa, tra le pi potenti della provincia salernitana.La struttura, detta ""Vigna della Corte"", fu edificata nel XVII secolo sui resti di un antico castello costruito intorno al 1.220.La storia narra infatti che, nel XII secolo, un bosco con una cappella probabilmente basiliana dedicata a S. Giovanni Battista era nascondiglio di briganti che svaligiavano le vetture postali in viaggio verso Salerno.A presidio dellarea, il governo angioino fece costruire tre torri (ora stemma del comune di Castel San Lorenzo).";torri;40.41653394699097;15.230162143707275
Castello Rosapepe;"Venne edificato nell840 dal Conte Orso che Tenne la contea di Conza dall822 all849, quando fu trucidato in una imboscata da una banda di mercenari saraceni.Il Conte Orso, per rendere pi sicuri i confini del Gastaldato e per proteggere quel luogo che da sempre era soggetto a facili scorribande da parte di varie soldataglie e pericolosi fuoriusciti, costru nell 840 il turrito castello, sopra un contrafforte Ughelli e Giustiniani. In seguito alle continue opere di rifacimento, poco resta della struttura iniziale dellantico castrum; lunico elemento visibile  la cinta muraria, posta a ridosso della quale persistono alcune torrette, avamposti e corpi difensivi che rendevano la struttura inespugnabile da sud-ovest, direzione da cui provenivano in particolare le incursioni saracene.";torri;40.64975202083588;15.236901193857191
Domus Laeta;La Domus Laeta  una dimora storica del 1600. Appartiene ancora alla famiglia Aulisio, signori di Giungano, fondato dagli abitanti di Paestum.Conserva ancora oggi la sua articolata struttura: torrette di avvistamento e feritoie lungo le mura, stalle e mangiatoie, frantoio per lolio, cantine e forni per il pane.;torri;40.39525866508484;15.105015635490416
Castello Baronale di Morigerati;"Durante la dominazione angioina, e in particolare con la guerra del Vespro (1282-1302) contro gli aragonesi, l'abitato fu fortificato. Come gli altri paesi del Cilento. Morigerati appartenne a vari feudatari e nel 1400, per una vicenda matrimoniale, pass, insieme al casale di Sicil a Matteo Comite di Salerno, per essere poi venduto a Pietro de Stefano, sotto i cui successori divenne baronia.Risale a quest'epoca la costruzione del castello baronale che, nei secoli successivi, ospit i signori che si succedettero al governo del paese; gli eredi di questa famiglia ancora oggi abitano nel trecentesco castello.";torri;40.13909161090852;15.554789900779726
Palazzo dei Baroni Galdi;Il Palazzo dei baroni Galdi, con l'antistante piazzale,  un'antica costruzione con portale del 1605. Sotto la volta  dipinto lo stemma di famiglia e il portale introduce in un ampio cortile lastricato, un tempo dominato da una torre di difesa.D interesse  l'attigua cappella gentilizia dedicata all'Ascensione con un piccolo matroneo dal quale la famiglia Galdi partecipava alle funzioni religiose.;torri;40.212216675281525;15.049672275781631
